TransactionID,Date,ProductID,ChannelID,Region,UnitsSold,SellPrice,Discount,TradeSpend,CustomerID,GrossSales,NetSales,COGS,Profit
4855331,4/23/2023,5,2,North America,145,169.87,0.065,2777.78,3196,24631.15,23030.12525,13315.14,6937.20525
2904244,2/9/2021,,1,North America,107,84.43,0.046,2427.18,1759,9034.01,8618.44554,4883.62,1307.64554
3036331,4/21/2023,3,1,APAC,140,135.98,0.026,1832.19,1637,19037.2,18542.2328,10291.16,6418.8828
2082983,12/29/2022,2,1,China,131,33.22,0.013,2327.91,4177,4351.82,4295.24634,2352.51,-385.17366
6069298,1/26/2022,5,2,China,63,101.95,0.06,2036.69,2674,6422.85,6037.479,3472.07,528.719
2050753,8/20/2021,,1,North America,199,159.55,0.075,673.63,1141,31750.45,29369.16625,17163.7,11531.83625
9091093,2/21/2021,6,3,APAC,145,88.35,0.246,2600.65,2476,12810.75,9659.3055,6925.25,133.4055
8663581,9/27/2022,7,2,Latin America,163,96.92,0.145,1326.29,1948,15797.96,13507.2558,8540.08,3640.8858
8532347,9/30/2021,7,1,North America,104,78.2,0.007,609.17,2027,8132.8,8075.8704,4396.44,3070.2604
4459282,4/18/2023,7,4,Europe,87,61.43,0.075,2569.87,2226,5344.41,4943.57925,2889.09,-515.38075
4948395,3/26/2022,1,3,Latin America,128,81.57,0.19,1434.23,3002,10440.96,8457.1776,5644.19,1378.7576
2864019,4/7/2022,2,3,,148,184.73,0.191,2901.17,1852,27340.04,22118.09236,14779.52,4437.40236
3285568,4/4/2023,2,3,Europe,89,154.49,0.009,562.68,3884,13749.61,13625.86351,7432.78,5630.40351
9503005,9/1/2022,7,2,Latin America,105,188.15,0.183,360.34,2421,19755.75,16140.44775,10679.59,5100.51775
8897941,7/21/2022,5,2,India,175,126.96,0.213,2857.26,1447,22218,17485.566,12010.64,2617.666
6777843,5/18/2021,7,1,Middle East,192,164.05,0.195,1706.8,1675,31497.6,25355.568,17027.02,6621.748
6607328,1/17/2021,6,3,Africa,61,175.38,0.175,674.31,1088,10698.18,8825.9985,5783.24,2368.4485
8126486,3/13/2022,7,1,Africa,161,158.64,0.092,2651.61,3692,25541.04,23191.26432,13807.01,6732.64432
4017812,6/3/2021,3,3,Middle East,130,78.86,0.081,710.75,3912,10251.8,9421.4042,5541.93,3168.7242
3854353,3/18/2022,5,1,China,190,52.56,0.122,660.36,1572,9986.4,8768.0592,5398.46,2709.2392
1684171,1/26/2021,5,4,APAC,50,133.42,0.141,709.52,4691,6671,5730.389,3606.22,1414.649
9756293,3/29/2023,6,1,Europe,99,27.81,0.192,409.39,4065,2753.19,2224.57752,1488.32,326.86752
6080394,5/18/2022,6,2,Middle East,68,107.62,0.023,2935.97,2271,7318.16,7149.84232,3956.06,257.81232
1512160,3/31/2023,3,4,Middle East,141,34.69,0.167,2916.59,1737,4891.29,4074.44457,2644.14,-1486.28543
9254615,6/24/2021,,3,Africa,186,176.65,0.188,1771.54,1035,32856.9,26679.8028,17761.83,7146.4328
7996392,6/29/2022,3,1,Middle East,188,161.45,0.117,1120.89,1654,30352.6,26801.3458,16408.05,9272.4058
7033983,6/15/2021,4,3,,124,61.77,0.015,1567.27,2600,7659.48,7544.5878,4140.57,1836.7478
9549951,2/8/2021,5,2,Africa,29,119.44,0.075,1699.12,1161,3463.76,3203.978,1872.44,-367.582
4502239,6/18/2023,7,1,North America,173,66.36,0.182,1444.74,3654,11480.28,9390.86904,6206.03,1740.09904
7114565,6/21/2023,5,3,APAC,11,143.59,0.005,1184.18,4208,1579.49,1571.59255,853.84,-466.42745
7479984,10/9/2022,7,4,APAC,38,25.83,0.134,2866.96,3150,981.54,850.01364,530.6,-2547.54636
3543068,12/4/2022,1,1,Latin America,157,144.59,0.039,167.36,3756,22700.63,21815.30543,12271.54,9376.40543
1484690,9/13/2023,4,4,Africa,56,99.67,0.143,619.31,3177,5581.52,4783.36264,3017.27,1146.78264
2316298,12/17/2021,5,3,China,100,18.34,0.225,1615.85,2234,1834,1421.35,991.43,-1185.93
9625832,3/27/2022,3,1,Latin America,6,91.66,0.17,2986.84,2643,549.96,456.4668,297.3,-2827.6732
9928452,9/17/2022,5,3,Africa,72,77.68,0.128,2816.38,4011,5592.96,4877.06112,3023.45,-962.76888
8385457,7/21/2023,4,2,APAC,57,12.62,0.13,2541.03,3260,719.34,625.8258,388.86,-2304.0642
4552269,4/17/2022,,1,India,153,120.32,0.118,1167.09,2653,18408.96,16236.70272,9951.54,5118.07272
4364885,12/28/2022,5,4,India,120,161.05,0.153,2171.63,4243,19326,16369.122,10447.28,3750.212
2865808,1/29/2023,4,3,Latin America,148,33.67,0.195,2948.97,2175,4983.16,4011.4438,2693.8,-1631.3262
7348534,2/5/2022,5,3,North America,17,112.62,0.042,1468.52,2073,1914.54,1834.12932,1034.96,-669.35068
9199633,5/13/2023,6,3,North America,26,98.25,0.016,1666.11,2190,2554.5,2513.628,1380.92,-533.402
1269936,10/1/2022,7,3,India,175,173.89,0.027,633.34,4305,30430.75,29609.11975,16450.3,12525.47975
4702835,3/7/2023,5,4,Latin America,166,36.36,0.236,1247.26,3740,6035.76,4611.32064,3262.82,101.24064
8996574,2/18/2023,5,3,Middle East,127,16.38,0.223,1446.14,2678,2080.26,1616.36202,1124.55,-954.32798
2371093,8/30/2021,4,1,India,106,83.71,0.176,2579.79,1101,8873.26,7311.56624,4796.72,-64.94376
3530564,12/5/2023,,2,APAC,4,81.46,0.138,2044.77,2977,325.84,280.87408,176.14,-1940.03592
9580999,12/23/2021,6,1,Europe,82,59.2,0.031,802.65,4923,4854.4,4703.9136,2624.2,1277.0636
5352827,6/4/2022,,4,,25,12.34,0.03,2433.95,1340,308.5,299.245,166.77,-2301.475
7171746,4/25/2023,6,2,Middle East,92,45.25,0.137,1377.85,1430,4163,3592.669,2250.44,-35.621
1566057,10/26/2021,4,2,India,88,67.29,0.051,1002.78,4995,5921.52,5619.52248,3201.06,1415.68248
7600818,7/10/2022,6,4,China,188,137.03,0.147,2127.39,4689,25761.64,21974.67892,13926.26,5921.02892
2898763,11/6/2023,2,4,APAC,100,114.61,0.015,1586.47,4213,11461,11289.085,6195.6,3507.015
1340916,12/16/2022,2,4,APAC,148,25.31,0.102,138.64,2951,3745.88,3363.80024,2024.95,1200.21024
2936021,5/19/2022,6,2,Latin America,76,109.99,0.058,665.87,3820,8359.24,7874.40408,4518.85,2689.68408
8500410,4/12/2021,1,1,Africa,164,146.46,0.108,979.87,3941,24019.44,21425.34048,12984.46,7461.01048
4472478,1/2/2022,6,3,Africa,44,154.68,0.083,2491.68,3196,6805.92,6241.02864,3679.15,70.19864
6713371,11/1/2021,6,3,Latin America,92,47.95,0.22,2340.61,4812,4411.4,3440.892,2384.72,-1284.438
3204915,5/7/2022,3,4,China,198,162.39,0.126,1307.45,1103,32153.22,28101.91428,17381.43,9413.03428
7818035,5/30/2021,1,2,Latin America,154,115.72,0.159,165.54,2106,17820.88,14987.36008,9633.64,5188.18008
2738204,1/2/2023,2,3,Latin America,103,120.87,0.242,98.56,4256,12449.61,9436.80438,6730.03,2608.21438
2526107,3/3/2023,6,2,Latin America,57,150.63,0.244,1374.35,3866,8585.91,6490.94796,4641.38,475.21796
4983562,12/5/2023,,4,Europe,13,111.38,0.05,2559.97,2687,1447.94,1375.543,782.73,-1967.157
5219595,6/4/2021,1,2,Europe,79,169.26,0.2,1761.54,2638,13371.54,10697.232,7228.41,1707.282
8328153,5/9/2022,1,4,North America,8,179.15,0.187,1390.62,3842,1433.2,1165.1916,774.76,-1000.1884
7491094,8/2/2021,4,4,Europe,109,79.48,0.029,1288.87,1013,8663.32,8412.08372,4683.23,2439.98372
6632092,12/19/2021,5,4,,32,109.59,0.173,2223.96,2206,3506.88,2900.18976,1895.75,-1219.52024
2151572,11/8/2023,6,1,Africa,58,175.28,0.049,2973.27,2148,10166.24,9668.09424,5495.68,1199.14424
4429675,2/6/2022,2,4,APAC,179,169.52,0.172,2648.93,4544,30344.08,25124.89824,16403.44,6072.52824
5050147,3/22/2023,,1,Europe,62,45.88,0.064,674.25,3243,2844.56,2662.50816,1537.72,450.53816
2507592,9/13/2022,2,2,North America,187,178.32,0.118,1258.8,2266,33345.84,29411.03088,18026.14,10126.09088
3758289,5/1/2021,,2,Europe,192,157.77,0.089,2339.16,4467,30291.84,27595.86624,16375.2,8881.50624
3515616,7/19/2022,,1,Europe,52,122.54,0.195,299.84,2405,6372.08,5129.5244,3444.63,1385.0544
5127571,9/20/2023,,2,Africa,49,97.27,0.12,2429.62,4378,4766.23,4194.2824,2576.54,-811.8776
9696475,2/14/2023,2,2,India,98,162.48,0.036,1887.92,4972,15923.04,15349.81056,8607.7,4854.19056
6349855,10/3/2022,7,4,Latin America,70,82.62,0.032,811.28,1958,5783.4,5598.3312,3126.4,1660.6512
2206708,1/4/2021,5,2,North America,129,22.87,0.217,2304.69,2587,2950.23,2310.03009,1594.84,-1589.49991
3791248,4/30/2021,4,2,Latin America,14,13.42,0.102,538.61,2396,187.88,168.71624,101.56,-471.45376
6486972,4/4/2021,3,2,Europe,120,101.98,0.174,974.35,1980,12237.6,10108.2576,6615.42,2518.4876
4476334,7/18/2023,5,2,India,113,147.26,0.028,2658.82,3600,16640.38,16174.44936,8995.48,4520.14936
1656847,6/12/2021,4,4,Europe,115,62.75,0.164,1245.21,1322,7216.25,6032.785,3900.97,886.605
5159258,11/3/2023,6,1,India,70,69.61,0.031,2118.36,3113,4872.7,4721.6463,2634.09,-30.8037
3915877,4/23/2022,4,3,Africa,45,175.87,0.191,829.38,1953,7914.15,6402.54735,4278.24,1294.92735
7684596,4/26/2021,7,2,Africa,116,189.85,0.04,2323.82,3419,22022.6,21141.696,11905.01,6912.866
5648614,9/5/2021,3,4,Middle East,99,47.44,0.031,2557.46,3750,4696.56,4550.96664,2538.87,-545.36336
8208595,12/13/2021,1,3,North America,42,114.21,0.243,2605.15,3883,4796.82,3631.19274,2593.07,-1567.02726
1300180,10/27/2023,2,1,Middle East,184,125.1,0.217,2418.52,4709,23018.4,18023.4072,12443.32,3161.5672
1708159,9/29/2023,,3,APAC,22,168.26,0.233,2346,4623,3701.72,2839.21924,2001.08,-1507.86076
6800769,12/11/2023,6,1,China,113,12.65,0.205,503.27,4773,1429.45,1136.41275,772.73,-139.58725
6905860,3/27/2021,5,2,North America,70,136.49,0.237,2050.45,1491,9554.3,7289.9309,5164.88,74.6009
3983132,6/22/2021,,3,Europe,28,177.57,0.15,645.73,1363,4971.96,4226.166,2687.75,892.686
3803061,4/29/2021,,4,APAC,119,142.58,0.172,568.39,1655,16967.02,14048.69256,9172.05,4308.25256
3106514,1/6/2023,7,4,Europe,174,153.7,0.158,1085.77,2253,26743.8,22518.2796,14457.2,6975.3096
4283012,3/7/2023,3,1,Europe,37,197.6,0.092,1483.58,4094,7311.2,6638.5696,3952.3,1202.6896
1718736,9/13/2023,6,4,Middle East,189,82.78,0.026,2291.76,3574,15645.42,15238.63908,8457.62,4489.25908
5446333,5/16/2022,5,2,India,167,21.68,0.075,2235.64,2856,3620.56,3349.018,1957.21,-843.832
4746875,3/28/2023,,1,Latin America,74,110.36,0.096,1323.49,4359,8166.64,7382.64256,4414.73,1644.42256
2326380,1/20/2021,1,4,Africa,53,49.26,0.161,1844.86,3629,2610.78,2190.44442,1411.34,-1065.75558
8693607,11/4/2022,7,3,Latin America,88,80.05,0.02,447.86,3695,7044.4,6903.512,3808.07,2647.582
3053886,9/15/2021,,2,China,28,123.01,0.089,1211.57,1163,3444.28,3137.73908,1861.91,64.25908
9592622,12/7/2021,6,3,Africa,69,29.55,0.243,1265.25,3818,2038.95,1543.48515,1102.22,-823.98485
5598560,3/20/2021,,4,APAC,17,82.14,0.17,1407.02,1531,1396.38,1158.9954,754.86,-1002.8846
8506229,1/13/2022,4,2,Europe,95,153.25,0.007,2575.08,4293,14558.75,14456.83875,7870.19,4011.56875
6736126,9/6/2023,1,4,Europe,162,132.96,0.186,719.2,4514,21539.52,17533.16928,11643.86,5170.10928
1890913,8/10/2023,,3,India,2,42.11,0.163,639.64,1566,84.22,70.49214,45.53,-614.67786
7680046,8/11/2023,1,2,Latin America,114,136.84,0.091,455.18,1770,15599.76,14180.18184,8432.94,5292.06184
5565529,7/8/2023,1,4,APAC,28,49.22,0.247,2056.62,2601,1378.16,1037.75448,745.01,-1763.87552
7541825,3/18/2022,4,2,Middle East,134,152.88,0.006,1159.71,1426,20485.92,20363.00448,11074.31,8128.98448
2161698,9/4/2022,2,3,Latin America,152,59.8,0.162,1425.31,4779,9089.6,7617.0848,4913.67,1278.1048
5678536,7/11/2021,,3,Europe,92,108.27,0.112,2456.91,3862,9960.84,8845.22592,5384.64,1003.67592
3978031,9/23/2023,1,3,APAC,10,15.56,0.138,2769.78,3652,155.6,134.1272,84.11,-2719.7628
3284315,3/23/2023,,2,India,85,62.33,0.24,892.14,1368,5298.05,4026.518,2864.03,270.348
7274046,9/20/2023,1,3,India,170,74.22,0.074,1410.26,4308,12617.4,11683.7124,6820.73,3452.7224
2936857,3/10/2022,3,1,,166,96.79,0.155,543.01,3292,16067.14,13576.7333,8685.6,4348.1233
4005261,4/29/2021,6,2,Latin America,133,189.31,0.191,2096.37,1284,25178.23,20369.18807,13610.88,4661.93807
2960202,12/1/2023,,3,Africa,25,151.1,0.023,1580.53,4963,3777.5,3690.6175,2042.05,68.0375
4466384,3/11/2022,1,1,Europe,35,122.96,0.022,1681.15,1813,4303.6,4208.9208,2326.45,201.3208
5317004,3/12/2023,6,2,Middle East,166,40.76,0.052,2198.36,4842,6766.16,6414.31968,3657.66,558.29968
7547169,3/26/2021,,2,APAC,76,169.68,0.131,1496.51,4344,12895.68,11206.34592,6971.16,2738.67592
5553856,1/24/2021,7,4,Middle East,76,56.39,0.228,2872.43,2049,4285.64,3308.51408,2316.74,-1880.65592
8592094,11/23/2021,4,2,Middle East,126,44.71,0.147,2398.31,4457,5633.46,4805.34138,3045.34,-638.30862
9368387,4/18/2022,3,2,Europe,26,138.34,0.077,1267.85,2747,3596.84,3319.88332,1944.38,107.65332
9184785,10/25/2021,4,4,Latin America,29,31.32,0.135,2085.28,4929,908.28,785.6622,491,-1790.6178
3906816,12/27/2021,1,2,North America,52,151,0.154,935.49,3429,7852,6642.792,4244.64,1462.662
2392934,11/10/2022,2,4,Latin America,103,173.91,0.058,140.8,1076,17912.73,16873.79166,9683.29,7049.70166
4023994,6/4/2021,3,2,Europe,68,111.24,0.192,708.06,2341,7564.32,6111.97056,4089.13,1314.78056
5165790,10/3/2022,2,3,Middle East,111,163.12,0.093,2430.15,1922,18106.32,16422.43224,9787.94,4204.34224
8029013,6/19/2021,,3,Africa,25,173.5,0.157,2013.28,2117,4337.5,3656.5125,2344.77,-701.5375
9177690,8/8/2023,5,1,Middle East,190,95.21,0.084,2693.61,1798,18089.9,16570.3484,9779.06,4097.6784
1850442,11/14/2023,3,2,China,125,143.66,0.145,1056.25,3511,17957.5,15353.6625,9707.49,4589.9225
5651845,2/19/2021,5,1,Middle East,169,176.1,0.112,1363.1,1027,29760.9,26427.6792,16088.19,8976.3892
8196577,12/30/2023,5,4,Africa,164,154.02,0.156,813.47,4228,25259.28,21318.83232,13654.7,6850.66232
8010852,5/28/2022,3,1,Middle East,67,13.91,0.08,1759.78,3546,931.97,857.4124,503.81,-1406.1776
4957897,12/2/2022,,3,North America,116,100.73,0.088,2692.41,1608,11684.68,10656.42816,6316.52,1647.49816
6235438,5/21/2021,4,4,China,193,69.93,0.23,764.42,2414,13496.49,10392.2973,7295.95,2331.9273
4616487,1/1/2022,3,2,North America,69,23.22,0.137,2185.44,1962,1602.18,1382.68134,866.11,-1668.86866
4437035,6/12/2023,6,1,Europe,174,56.19,0.226,2244.22,2566,9777.06,7567.44444,5285.3,37.92444
7628973,5/30/2023,7,3,Middle East,163,158.72,0.175,277.8,4491,25871.36,21343.872,13985.58,7080.492
1827124,10/11/2021,5,1,APAC,39,45.32,0.064,2233.81,3280,1767.48,1654.36128,955.47,-1534.91872
4911207,11/23/2023,2,1,Latin America,81,30.91,0.147,1362.86,3695,2503.71,2135.66463,1353.46,-580.65537
8358925,4/24/2022,,2,Middle East,4,178.67,0.127,906.74,2434,714.68,623.91564,386.34,-669.16436
9929936,4/1/2021,,2,Latin America,169,150.76,0.108,1244.52,1880,25478.44,22726.76848,13773.17,7709.07848
6225195,8/14/2022,6,2,North America,77,185.99,0.171,2928.79,4061,14321.23,11872.29967,7741.79,1201.71967
3530171,5/16/2022,2,4,Africa,194,144.59,0.062,2943.53,3459,28050.46,26311.33148,15163.56,8204.24148
9920878,4/23/2023,1,3,Latin America,124,130.6,0.173,628.47,3585,16194.4,13392.7688,8754.39,4009.9088
5126336,4/15/2021,2,4,Africa,101,77.45,0.032,1197.15,4019,7822.45,7572.1316,4228.67,2146.3116
8449528,5/21/2022,6,3,Africa,32,184.38,0.047,2119.07,2357,5900.16,5622.85248,3189.52,314.26248
4541390,8/26/2022,1,1,Middle East,54,96.46,0.027,1432.03,4988,5208.84,5068.20132,2815.8,820.37132
3302519,5/29/2022,1,1,India,145,180.16,0.189,2134.49,1524,26123.2,21185.9152,14121.72,4929.7052
2829687,11/1/2022,7,1,Middle East,192,72.2,0.101,2714.08,1111,13862.4,12462.2976,7493.76,2254.4576
3450612,11/3/2022,6,1,Europe,56,23.15,0.074,1300.28,2001,1296.4,1200.4664,700.81,-800.6236
4325646,2/2/2023,1,1,Europe,16,183.44,0.163,263.42,2690,2935.04,2456.62848,1586.63,606.57848
8236846,3/2/2022,5,3,Europe,112,184.15,0.089,2063.76,2052,20624.8,18789.1928,11149.38,5576.0528
2888508,7/13/2021,7,4,Europe,1,20.34,0.041,549.18,3092,20.34,19.50606,11,-540.67394
2600766,12/11/2022,3,4,Africa,182,187.8,0.045,1979.12,4386,34179.6,32641.518,18476.85,12185.548
6966652,6/22/2023,3,2,China,197,38.26,0.151,1598.63,1421,7537.22,6399.09978,4074.48,725.98978
3190435,4/17/2023,2,3,,171,191.77,0.148,983.19,4017,32792.67,27939.35484,17727.11,9229.05484
1552592,1/10/2022,3,3,Latin America,7,107.74,0.148,233.15,2701,754.18,642.56136,407.7,1.71136
1900285,10/29/2021,4,3,Africa,168,12.82,0.159,2531.33,3746,2153.76,1811.31216,1164.28,-1884.29784
9019942,4/22/2021,,4,Middle East,31,5.42,0.099,1033.55,3316,168.02,151.38602,90.83,-972.99398
9282682,7/26/2023,7,2,Latin America,62,114.42,0.151,2808.9,4212,7094.04,6022.83996,3834.91,-620.97004
1155251,5/12/2022,4,4,Europe,148,156.32,0.091,2313.91,4147,23135.36,21030.04224,12506.54,6209.59224
7729576,10/19/2021,,4,Middle East,83,168.27,0.111,943.81,1908,13966.41,12416.13849,7549.98,3922.34849
1461901,5/4/2022,,1,APAC,94,56.44,0.217,2807.94,4032,5305.36,4154.09688,2867.98,-1521.82312
8204748,7/14/2021,,3,Europe,45,164.16,0.139,1119.9,2825,7387.2,6360.3792,3993.38,1247.0992
8272671,8/27/2023,5,2,Africa,199,84.71,0.134,2256.2,1632,16857.29,14598.41314,9112.74,3229.47314
8949422,9/24/2021,3,2,APAC,162,198.36,0.126,1674.77,2064,32134.32,28085.39568,17371.21,9039.41568
7626801,8/10/2023,1,4,North America,28,101.34,0.196,1971.95,4617,2837.52,2281.36608,1533.91,-1224.49392
8622341,5/5/2022,1,4,APAC,66,35.17,0.104,870.91,2057,2321.22,2079.81312,1254.81,-45.90688
8607546,11/23/2021,7,4,APAC,67,94.21,0.051,1320.7,4738,6312.07,5990.15443,3412.19,1257.26443
1719532,4/24/2022,3,2,China,61,90.45,0.027,2627.59,2342,5517.45,5368.47885,2982.63,-241.74115
7762380,10/15/2022,6,3,APAC,143,9.1,0.191,2741.92,3896,1301.3,1052.7517,703.46,-2392.6283
3349998,4/11/2021,1,2,Europe,4,104.94,0.057,651.96,2648,419.76,395.83368,226.91,-483.03632
8105874,11/22/2021,,1,Latin America,177,149.05,0.036,354.74,3229,26381.85,25432.1034,14261.54,10815.8234
5194205,6/15/2022,4,4,Latin America,107,139.18,0.056,1057.05,3281,14892.26,14058.29344,8050.48,4950.76344
7249404,2/16/2021,1,4,China,110,26.77,0.155,2750.27,1683,2944.7,2488.2715,1591.85,-1853.8485
9460114,5/23/2021,5,4,Middle East,97,139.75,0.159,553.79,3977,13555.75,11400.38575,7327.99,3518.60575
8120457,1/18/2023,1,3,Middle East,183,109.55,0.026,1799.02,2944,20047.65,19526.4111,10837.39,6890.0011
7031150,2/20/2021,7,1,Latin America,61,63.81,0.078,2658.49,2522,3892.41,3588.80202,2104.16,-1173.84798
7856916,3/25/2022,,3,,89,196.5,0.101,256.23,4165,17488.5,15722.1615,9453.96,6011.9715
7118241,6/7/2021,3,1,Europe,25,19.45,0.117,1757.21,2298,486.25,429.35875,262.86,-1590.71125
5424792,9/10/2021,3,4,Latin America,33,152.13,0.061,2415.29,4763,5020.29,4714.05231,2713.88,-415.11769
5271820,3/24/2022,,1,APAC,137,65.71,0.066,2450.86,4653,9002.27,8408.12018,4866.46,1090.80018
6002110,10/10/2022,6,4,Europe,162,180.61,0.238,1625.47,3197,29258.82,22295.22084,15816.77,4852.98084
2904599,9/14/2021,5,3,Latin America,187,126.08,0.109,2563.47,2621,23576.96,21007.07136,12745.27,5698.33136
3421159,10/20/2022,5,1,Latin America,17,96.32,0.069,1649.61,3000,1637.44,1524.45664,885.17,-1010.32336
9286251,12/6/2023,1,2,Europe,3,52.2,0.049,1372.58,3699,156.6,148.9266,84.66,-1308.3134
6644986,11/24/2022,7,4,,106,194.87,0.042,265.83,4871,20656.22,19788.65876,11166.37,8356.45876
6658230,9/30/2022,7,3,China,158,128.63,0.069,162.18,3558,20323.54,18921.21574,10986.53,7772.50574
4746561,11/3/2023,4,4,,101,16.21,0.012,2891.65,2811,1637.21,1617.56348,885.05,-2159.13652
4322707,7/27/2023,6,4,APAC,132,89.22,0.179,1117.38,3270,11777.04,9668.94984,6366.45,2185.11984
2147770,8/21/2021,7,4,Europe,68,8.02,0.222,1354.6,1352,545.36,424.29008,294.81,-1225.11992
7100013,6/20/2022,3,2,India,45,6.48,0.015,922.17,2745,291.6,287.226,157.63,-792.574
8301640,7/24/2022,7,1,India,11,38.14,0.217,1943.59,4754,419.54,328.49982,226.8,-1841.89018
6573922,3/3/2023,,4,India,52,98.83,0.077,1303.92,4302,5139.16,4743.44468,2778.13,661.39468
2338397,9/19/2022,4,4,APAC,131,8.97,0.123,2949.17,2117,1175.07,1030.53639,635.22,-2553.85361
2970383,7/21/2022,4,3,China,37,131.79,0.097,1820.02,2569,4876.23,4403.23569,2636,-52.78431
9629011,9/15/2021,3,3,Africa,60,183.61,0.071,2041.45,3127,11016.6,10234.4214,5955.37,2237.6014
6469444,8/29/2023,5,2,APAC,110,19.75,0.049,1042.66,1704,2172.5,2066.0475,1174.41,-151.0225
2898823,3/6/2021,1,1,APAC,181,189.28,0.209,1803.7,3651,34259.68,27099.40688,18520.14,6775.56688
1630774,12/30/2023,5,3,India,62,171.18,0.206,2673.74,1728,10613.16,8426.84904,5737.28,15.82904
4292369,10/6/2023,7,4,Middle East,102,117.45,0.025,2721.76,1893,11979.9,11680.4025,6476.11,2482.5325
6208562,12/19/2021,5,3,Europe,119,131.3,0.043,105.63,1412,15624.7,14952.8379,8446.42,6400.7879
1421094,2/17/2022,6,4,,13,11.98,0.098,169.48,4077,155.74,140.47748,84.19,-113.19252
7923779,7/28/2022,5,4,Europe,10,104.14,0.115,1897.31,2127,1041.4,921.639,562.96,-1538.631
3910154,5/6/2022,3,2,Africa,32,122.05,0.115,908.82,1504,3905.6,3456.456,2111.29,436.346
7611547,7/15/2023,4,3,APAC,48,135.24,0.158,2193.41,1880,6491.52,5465.85984,3509.19,-236.74016
5112784,1/22/2023,2,1,Middle East,60,82.77,0.016,852.05,4795,4966.2,4886.7408,2684.64,1350.0508
1108398,12/8/2021,3,3,Middle East,132,179.84,0.038,2230.79,1397,23738.88,22836.80256,12832.8,7773.21256
5453958,10/12/2023,,1,India,31,147.76,0.039,359.69,1831,4580.56,4401.91816,2476.17,1566.05816
6375647,9/25/2023,3,4,Latin America,13,101.28,0.031,66.98,4414,1316.64,1275.82416,711.75,497.09416
7778274,5/4/2021,4,2,North America,87,114.26,0.081,1014.57,3653,9940.62,9135.42978,5373.71,2747.14978
2792505,12/15/2022,2,2,China,102,158.47,0.096,408.33,2199,16163.94,14612.20176,8737.92,5465.95176
1085217,3/27/2021,3,2,India,175,123.92,0.151,1513.33,4651,21686,18411.414,11723.05,5175.034
6715391,10/11/2023,6,2,Latin America,190,153.16,0.005,1554.29,2187,29100.4,28954.898,15731.13,11669.478
1373854,5/11/2023,4,2,North America,13,182.3,0.207,994.93,4645,2369.9,1879.3307,1281.12,-396.7193
2622190,4/9/2023,3,4,India,93,87.77,0.19,2311.39,4467,8162.61,6611.7141,4412.55,-112.2259
7057088,3/10/2023,1,1,Europe,84,102.05,0.104,887.8,1701,8572.2,7680.6912,4633.97,2158.9212
3584805,4/12/2021,7,2,Africa,95,168.84,0.099,1669.32,3840,16039.8,14451.8598,8670.82,4111.7198
2377392,4/7/2023,5,1,Middle East,161,118.55,0.217,2245.46,4904,19086.55,14944.76865,10317.83,2381.47865
1450112,11/20/2022,4,1,APAC,48,197.52,0.072,1757.26,3494,9480.96,8798.33088,5125.23,1915.84088
1916153,8/17/2023,1,3,India,154,41.18,0.1,2904.94,1674,6341.72,5707.548,3428.22,-625.612
8111732,10/28/2023,,2,Africa,142,17.04,0.111,2073.99,4518,2419.68,2151.09552,1308.03,-1230.92448
5920116,8/14/2023,3,4,Europe,38,179.13,0.052,2710.4,4327,6806.94,6452.97912,3679.7,62.87912
8557061,7/19/2022,5,4,Africa,101,116.55,0.05,840.27,3956,11771.55,11182.9725,6363.48,3979.2225
3201989,2/16/2023,6,2,India,181,177.8,0.223,1971.44,1279,32181.8,25005.2586,17396.88,5636.9386
9853941,5/13/2021,3,1,Latin America,150,20.31,0.125,138.02,2598,3046.5,2665.6875,1646.88,880.7875
6449269,3/23/2023,,1,Africa,111,80.7,0.185,2096.32,1941,8957.7,7300.5255,4842.37,361.8355
5955573,8/31/2022,1,4,North America,199,181.12,0.222,1664.74,1039,36042.88,28041.36064,19484.11,6892.51064
9951120,12/6/2022,7,4,APAC,46,146.24,0.232,1278.52,2836,6727.04,5166.36672,3636.51,251.33672
5023904,5/1/2021,,1,China,46,31.65,0.14,2831.97,2638,1455.9,1252.074,787.03,-2366.926
3018849,9/27/2023,,4,China,183,164,0.132,2193.24,1089,30012,26050.416,16223.93,7633.246
7495027,3/27/2022,4,3,APAC,45,32.83,0.041,2922.1,4860,1477.35,1416.77865,798.63,-2303.95135
1275318,5/31/2023,6,2,Europe,92,17.79,0.22,801.92,1779,1636.68,1276.6104,884.76,-410.0696
5222928,4/17/2023,4,2,China,120,8.53,0.176,2854.94,4666,1023.6,843.4464,553.34,-2564.8336
1985866,5/14/2022,6,3,Europe,53,104.3,0.092,2415.74,4557,5527.9,5019.3332,2988.28,-384.6868
6658193,4/13/2021,6,3,APAC,165,116.29,0.227,1971.25,4687,19187.85,14832.20805,10372.59,2488.36805
5902429,2/13/2023,7,4,India,29,144.96,0.211,1755.61,1062,4203.84,3316.82976,2272.52,-711.30024
5367628,7/3/2022,2,4,North America,12,112.08,0.166,1415.96,2312,1344.96,1121.69664,727.06,-1021.32336
7920767,12/24/2021,7,4,,36,188.03,0.093,734.11,3208,6769.08,6139.55556,3659.24,1746.20556
9130695,2/6/2021,2,4,China,82,169.5,0.164,1746.84,3624,13899,11619.564,7513.54,2359.184
8658566,12/7/2022,6,3,Middle East,20,118.78,0.12,186.61,3160,2375.6,2090.528,1284.21,619.708
